movement_reference,foreign_reference,lot_no,lot_date,departure_date,arrival_date,qty_pigs,qty_doa,fci_declaration,dep_assurance_no,dep_name,dep_address,dep_postcode,departure_cph,dest_assurance_no,dest_name,dest_address,dest_postcode,dest_cph
608849,SBSOZQFSHU,142HJZYMLDTHM,19/05/2018,20190817,20190818,93,15,7141,330754,MXXNGNJWWR,74 BOYWTOHIML,LN COT,10/161/7572,406130,VYZNCRTPHT,32 PNISRLJABQ,GF XXB,86/954/5700
204136,WITGQVHJUA,885IFDDKVAQYU,09/08/2018,20190711,20190712,149,13,3858,571811,SNYBOGYHZP,55 PUWNGGTWBC,QU DHJ,33/797/1580,629135,MUKETQTPYW,54 TOOGQMCOWL,BK ZMB,30/608/9795
605332,TKQQGENBZY,497XNTDDOPBIV,09/11/2018,20190527,20190528,167,31,6060,52485,EXITTJSUXG,43 QHKXSEFYSQ,BY TUF,48/271/1338,716780,FRKCCTZOXG,5 DDOMKHMPZR,NF ZJS,29/943/4823
150982,OBIZPVITNG,138SNAYXVCEKO,14/04/2018,20190906,20190907,120,11,9990,750916,MNLBOXPMZD,82 LYYPCGPFAK,QP YJH,17/138/4106,272511,XEHRXZSJEA,42 MMYOSGVYIK,QV RNN,41/788/6464
497578,BBIQINHPWR,531JPJHUMSMRN,14/05/2018,20190727,20190728,99,2,4347,856066,DZHNTBLDWM,62 DRRUNQYIKT,QD LQF,36/659/7148,92219,SHVBQYHMBN,16 WZRYUBYQDU,YW ZLB,48/384/9883
904929,ZAPSYYSFOK,454ZULUHLBEVC,01/06/2018,20190226,20190227,101,17,3047,887749,RPKZIDUEWV,89 HLZHEWKLYH,DO NUL,39/579/6870,272511,XEHRXZSJEA,42 MMYOSGVYIK,QV RNN,41/788/6464
728771,VHBIQXEYLF,414WKAKGMMJNF,16/06/2018,20190827,20190828,140,27,3851,777638,BYPYIFSQON,72 FWQPBPQKQA,MP LDD,12/878/4958,342005,ZBKBQOEQVH,90 BUTWXOQIEV,WW BKY,63/841/5112
499295,LFBYLCHOOY,778ABPBHANOBH,14/03/2018,20191111,20191112,34,1,9311,860681,XCHRGECKLQ,99 IISYLREWUI,AY CSZ,23/601/4337,791702,FXCEHLNFOB,86 AHMNXHDDSA,YL GSA,12/435/4034
21330,GNOSNKAHYN,544EMVYJOOTHQ,05/06/2018,20191205,20191206,142,6,3214,499834,VNIQDCMYHA,84 LQEEARXTNC,OI PJN,73/306/6527,149277,DITENXUMBZ,54 IZFZZCDZJU,MQ HCR,57/321/3983
50070,OHTRLCQDUI,340UZTKCFKOYY,14/12/2018,20190428,20190429,39,2,5256,519473,SXRBZMPDXK,61 CDJPTJWGQA,GS VHD,81/124/5621,657936,CDIIXQNJKW,52 ZGDOMPFTML,VQ EME,51/394/2823
292380,MOMCALHJZS,191YSYTWOYEOI,15/01/2018,20190626,20190627,105,8,1756,602051,BKLFQGUYFR,5 XBQBFNUFHX,UC PFP,99/551/3187,881057,PLLAIUMSEE,58 MRKXOVNBRE,QW GES,75/543/1182
617099,DDBUFDLSJA,968OZAVBWBIAG,13/09/2018,20190315,20190316,102,5,2760,153220,XDCACVDHBS,14 ROZLVVUBDM,AI FBU,29/675/4499,791096,MZBNCOLTXR,6 MUGYBARPMW,AN ECZ,57/373/1691
92960,FMPZRLDHQJ,689NAZNMYGQOB,05/01/2018,20190802,20190803,99,3,2335,859851,RLMBYRKGAH,30 JYFPDWFTCA,XE CAQ,46/655/5777,641601,ZECMQOCQER,40 TYBHTXUQGM,NX XRW,78/230/1361
340074,NDNNDXDJRW,151TINUTARWMJ,15/01/2018,20190711,20190712,84,11,8017,52485,EXITTJSUXG,43 QHKXSEFYSQ,BY TUF,48/271/1338,657936,CDIIXQNJKW,52 ZGDOMPFTML,VQ EME,51/394/2823
449324,UCEYPKGQPN,111ENMNGLKSYK,22/12/2018,20191122,20191123,62,9,9294,226622,VIWDQSDRMI,95 JQUWDNLIPE,WW RLK,11/977/2103,309312,IRZIXJJKDW,73 WMXMYLBGIL,GF URA,85/208/5457
482834,RZWCDQOJSA,104CIDAOZFWGW,28/05/2018,20190616,20190617,170,24,1977,396785,GHDVKIIONS,85 VSXCNGGYHN,SS ASY,67/158/5432,928425,OTFNNLSBFV,36 WQKGOQDXAH,SZ NZI,23/282/2424
803757,IAGDHTDGHA,872INGCKLUPBR,19/03/2018,20190520,20190521,152,13,2809,197228,LYVUWEOMER,29 ZOJUJFVVCF,AN LMA,73/932/9136,994338,BZHQMVNJFS,47 BAYLONOQPE,YI OEF,95/123/9647
61347,QNENZZOCPB,274GUYVBUTZXD,22/05/2018,20190203,20190204,92,13,6709,599210,RNQBEINPGC,58 GVXVYCOUMI,ZZ ZUQ,98/756/1868,657936,CDIIXQNJKW,52 ZGDOMPFTML,VQ EME,51/394/2823
766376,OFKILIUQDH,216QVHMAMASYM,15/09/2018,20191005,20191006,172,1,7779,806057,XZXNVHUHAU,79 DAQZSIEBNE,RQ VOW,41/434/4415,37245,PKTXDVJRZK,85 SUPKPQESLM,PB JQD,79/343/7034
353350,JBXFJRAHNP,492EKLIKNMFER,04/07/2018,20190810,20190811,88,4,2324,665190,SUUGPXYQPH,10 PRBFAFQHCX,ML GYH,40/506/4101,231518,VAZDZJTPFQ,64 NSPHQDLLET,DX BDC,17/454/1844
683825,GVSGNSZISE,916DKKFSPRCGT,25/05/2018,20190419,20190420,146,4,9756,197228,LYVUWEOMER,29 ZOJUJFVVCF,AN LMA,73/932/9136,508483,HGDRNSNBQX,80 PTFMAXJCTZ,VX FSO,61/886/4001
72177,QSIPZJLNNS,384QDRUDQVDUR,25/07/2018,20190723,20190724,128,20,9272,887749,RPKZIDUEWV,89 HLZHEWKLYH,DO NUL,39/579/6870,75822,VTPCYHYLRP,98 KXIOIEMAZG,EE AGX,31/931/4017
589970,PRKYUGRIEV,756WMUQOKQTQC,02/01/2018,20190810,20190811,169,32,7602,15264,CRLKCLHVCC,96 SWVGCCXWNO,KA QSZ,24/372/9381,395639,QBUEBMKOSC,62 PWXXSUPCAC,TX YQU,34/467/9102
598744,GZLSICSMGM,176WGTTHZKRZD,15/12/2018,20191112,20191113,38,1,5275,153220,XDCACVDHBS,14 ROZLVVUBDM,AI FBU,29/675/4499,746085,VFWRBUSMYD,84 ICYWCRJGND,GG NOY,46/908/7292
489634,IJMFRTNFFB,788DDFXFNJWAU,11/04/2018,20190224,20190225,167,16,5843,443434,KAVXMNAIKM,54 MGZDLQCHFZ,YN QZH,43/431/2597,746085,VFWRBUSMYD,84 ICYWCRJGND,GG NOY,46/908/7292
998758,QDKYBMFDXJ,395WGJRUWHKZO,25/10/2018,20190621,20190622,129,6,5033,806057,XZXNVHUHAU,79 DAQZSIEBNE,RQ VOW,41/434/4415,892101,OQGXZIBWPN,94 ZGBEOMGZSC,GW PLL,90/829/4001
92288,THFJQZVNWW,764UTIEGXSUTT,18/02/2018,20191118,20191119,75,13,5764,860713,LCJBGEZICT,93 HNVTNLATII,JA DQG,51/176/5272,847041,AUYAQBQKKX,96 PBICISKTAU,JJ IMF,73/588/4268
46242,OODNAFQUMF,638GGUNGUKZLW,25/12/2018,20190312,20190313,32,3,4796,881057,PLLAIUMSEE,58 MRKXOVNBRE,QW GES,75/543/1182,709682,TBGGRAPQLT,60 GJFJEEBZRN,YF NZG,19/194/4322
782821,GHIJNAUSAS,393QQLGUQYGRR,11/10/2018,20190315,20190316,98,8,3580,782884,BXZFSWJKLQ,94 OKHTZLIACM,AG CQT,44/372/4337,941266,IHZUFWZXIP,4 XYOMOVGRNE,DZ WJO,41/173/2581
426243,WLDBTFNYQW,730FLOMSBRPFG,07/01/2018,20190527,20190528,89,10,5187,776204,LMZNPSLSUL,52 SXASTXWBQZ,ID CPQ,20/567/2533,721908,OZEWQCEOIM,80 ZFNBYBQGVV,GM GXZ,45/679/9202
261571,UBLBLSBRJG,153WLRDOCCKLX,28/07/2018,20190509,20190510,182,10,3859,231518,VAZDZJTPFQ,64 NSPHQDLLET,DX BDC,17/454/1844,519473,SXRBZMPDXK,61 CDJPTJWGQA,GS VHD,81/124/5621
615462,IXEFLMVBJY,313UYGMEEVRJB,20/01/2018,20191202,20191203,103,9,6793,747069,QBMNETNTWL,6 EXJKCFHTWT,SV EKF,69/924/6597,996219,UYRYPXNTGU,10 VBLBFDSAFH,TV XCF,52/577/5349
114120,VTWFRMZWKE,180UDZOXMXKHO,02/11/2018,20190313,20190314,186,14,8163,851081,SFOQTNEBMB,18 ENFQHEUTDK,TR PSV,99/409/1343,748383,UYKNUBIUZB,3 CCPVCWKROE,GR XCE,37/795/5662
107556,HMOMVDCSEW,206CZWWZEOAGS,06/08/2018,20190316,20190317,132,17,9070,860681,XCHRGECKLQ,99 IISYLREWUI,AY CSZ,23/601/4337,156890,AVUAEAWDDZ,94 YPXJDCTKKY,TR UOY,98/213/3911
131356,USBSZNAFKB,169MVGESMODON,12/06/2018,20190507,20190508,99,17,5835,512789,RCFESYAPIR,20 JBWARRPQFD,MB YST,38/942/4988,881057,PLLAIUMSEE,58 MRKXOVNBRE,QW GES,75/543/1182
145744,RGRTRGPUYB,491NEHONECMNH,09/06/2018,20190325,20190326,67,13,6508,702010,JHEHVALAMF,3 CSXPKWFKKU,GP WRT,31/473/4857,435492,FDERQXIAYD,88 KCEQYTTVGL,DH LXH,84/613/2906
539325,FMPLSEVBMJ,503FYGURGQDHU,27/11/2018,20190118,20190119,58,4,9213,275698,GVLJNNTZEJ,4 GAMBJIMFOD,EG PNF,31/702/1754,303150,SPAJYZDVJO,72 UPKJPWFCLQ,MA NQI,27/664/8542
378087,NBTIHOXLIP,328UVUTJVFDYO,02/10/2018,20190824,20190825,62,5,2492,904161,KTETSDKGNJ,99 SEGGTFHXRG,IZ RAY,12/324/7713,75822,VTPCYHYLRP,98 KXIOIEMAZG,EE AGX,31/931/4017
730898,PCOWICIDRZ,889RDDEFUBDXQ,26/10/2018,20191217,20191218,117,7,8815,508483,HGDRNSNBQX,80 PTFMAXJCTZ,VX FSO,61/886/4001,58028,GUELJUNFQX,88 AXCXMBRTBV,VR ZUG,12/427/8549
281269,VOJTOFRPZJ,694YCEXOBERDT,15/02/2018,20191015,20191016,61,2,1533,680250,VRIZGRARLI,4 ZSWYJITVLK,KX YQY,86/580/7898,46048,OIYNIPYTRC,11 TARNLTGLDI,XA OLP,20/615/3347
780778,MKZHSPXMDF,724OXHTENGMCR,01/02/2018,20191019,20191020,132,4,9346,716780,FRKCCTZOXG,5 DDOMKHMPZR,NF ZJS,29/943/4823,629135,MUKETQTPYW,54 TOOGQMCOWL,BK ZMB,30/608/9795
344471,YSHIKIOWVE,413LFNUQBHOBV,18/12/2018,20191105,20191106,108,21,4112,872703,NDJAUUUHSE,58 YABGBZIFUF,FK IDO,68/763/2008,435492,FDERQXIAYD,88 KCEQYTTVGL,DH LXH,84/613/2906
617718,EBEMYNFLCR,833VXWPMVQLWK,27/10/2018,20190318,20190319,160,18,4066,75822,VTPCYHYLRP,98 KXIOIEMAZG,EE AGX,31/931/4017,948401,MROJNFYKPR,61 IMTJBYBRHC,TA KQA,21/858/3667
208007,EBAAMMGWYH,962WXZEJZDZOD,14/09/2018,20190320,20190321,171,25,7842,892101,OQGXZIBWPN,94 ZGBEOMGZSC,GW PLL,90/829/4001,191073,UQSUMEMXWD,62 DSYBAWNEUX,ON WRQ,12/661/2744
790183,MECUGKVUKB,182AXDDFTSMBR,10/10/2018,20190605,20190606,139,6,3325,38482,IIFPIEHWPU,41 QDSNMONIZV,IN DLT,70/581/5748,806057,XZXNVHUHAU,79 DAQZSIEBNE,RQ VOW,41/434/4415
425144,DFARCMHOHX,655QMFQBVGQZV,27/06/2018,20190308,20190309,52,5,8284,904161,KTETSDKGNJ,99 SEGGTFHXRG,IZ RAY,12/324/7713,845135,VXHVFDHTYM,65 JUNQLGIZUL,ND MAC,56/606/9225
115288,QWTCLIOTHT,642BFJFXGSUVS,09/11/2018,20190216,20190217,82,3,7476,936402,CXFUXOSKKI,24 DUUYJHVCIR,ZO QQR,21/854/2913,497396,FSTCANUOMD,69 ALLQOHZAIO,UH RWS,67/985/6441
811619,TMLIKQWKJL,125NEOAYIVCGS,17/07/2018,20191210,20191211,170,6,5592,320758,QFDGHVWYMZ,97 KGDVYAPZGT,AX LRB,66/218/8559,746878,ANUZTYOJZB,25 VGNVMGLJKP,CR AFV,78/609/2545
50013,PAUSAYJUBV,711EXUYMJVXXN,03/02/2018,20190311,20190312,49,1,2517,932216,CCTRCRGLBY,7 ZFUNJPFJUB,WD JPW,82/453/3870,679180,XEVOUFJYAX,85 YPMSGGFIBF,KU XDU,62/404/6205
662526,YQNVUKYABL,529UNAEEAWSUR,26/03/2018,20190406,20190407,76,13,2239,851081,SFOQTNEBMB,18 ENFQHEUTDK,TR PSV,99/409/1343,309312,IRZIXJJKDW,73 WMXMYLBGIL,GF URA,85/208/5457
851477,AQDDFJVITK,952IXBCQYRNDN,21/02/2018,20190508,20190509,69,9,2644,932216,CCTRCRGLBY,7 ZFUNJPFJUB,WD JPW,82/453/3870,537849,WFFTSXVCAR,60 LDVCRMAFPH,DY WAB,62/245/8420
12157,VKYVWUIAFQ,830PCZANOBYXA,20/11/2018,20190226,20190227,123,14,7265,37245,PKTXDVJRZK,85 SUPKPQESLM,PB JQD,79/343/7034,531653,OKMEOQGEJX,64 YXQPLOMVSC,LD ZYJ,95/383/5454
741867,ZQIWSRBPFL,518EGKZXLNCNH,15/11/2018,20190210,20190211,137,3,6613,512789,RCFESYAPIR,20 JBWARRPQFD,MB YST,38/942/4988,58028,GUELJUNFQX,88 AXCXMBRTBV,VR ZUG,12/427/8549
69727,FBOVWIQWIG,339FEGEYPSTNF,28/07/2018,20191116,20191117,88,1,8174,791096,MZBNCOLTXR,6 MUGYBARPMW,AN ECZ,57/373/1691,63462,SPXOERMXAE,98 NUNYEUYXWT,CY ISV,45/864/8651
78914,MZNYDCVPNX,154ISVRASCUHZ,09/03/2018,20190616,20190617,164,3,6723,629423,EOQVIKTDLF,3 EPTHPYSFYN,SZ BSG,13/213/4477,49541,ZEQUTDTKZW,94 ISNIPCSTWS,UH BJZ,79/642/5562
580299,EAVBZGUPNL,599XCEIPPDJKQ,17/10/2018,20191219,20191220,154,11,3224,91578,WJFMDIANJX,41 TDSWKSMRVH,LL KVP,18/689/7210,543666,YBUJVUSPPG,93 WLOYUVYTEB,XA PTO,14/414/7089
321749,IKJIGLLXUD,752IHLGBWXRYC,16/12/2018,20190909,20190910,37,5,4894,573481,GTDQYFHUAI,14 VPACYRYGVJ,RT VJS,52/672/6036,641601,ZECMQOCQER,40 TYBHTXUQGM,NX XRW,78/230/1361
884252,RJVSEYTXIX,143UFMAFQRSKI,25/04/2018,20191215,20191216,186,14,8583,221924,NTUEJHQUUK,92 VPETQRICMQ,IP NZY,45/564/2870,573478,UCWRVKWFVG,69 RUOQPZMDAY,RM DWE,68/727/2028
519698,OICFMZWFLY,128YSYMRAFAKX,22/04/2018,20191113,20191114,72,8,6815,63462,SPXOERMXAE,98 NUNYEUYXWT,CY ISV,45/864/8651,892101,OQGXZIBWPN,94 ZGBEOMGZSC,GW PLL,90/829/4001
964295,WIAVPLRXCY,130PONSTDAMRT,16/04/2018,20190210,20190211,59,5,9517,412236,XXMNKZYIAR,29 IAVOOHSNLB,ZP VHR,26/145/5364,759978,ZFBMPSZPMM,86 KUCSXIYRKG,OU YLQ,40/832/7521
483791,KZAAQSVVHV,622UDEDXZSSCG,25/09/2018,20190119,20190120,183,16,8752,659133,GSNVJMXOIE,36 JKQZHMHWIJ,PC MCC,61/109/8440,239881,QOHUYTKVEZ,98 XRCXXMKCQV,EY RAF,95/376/3006
447415,SFEFJJASMQ,952LONRQZYHFH,20/06/2018,20191017,20191018,74,1,6203,872560,ITWIKQVZSH,17 RJTFIBYJDC,LA ERL,25/591/6144,233508,VYRCTXLBZR,82 FRUNODBAJB,JQ HUE,13/904/8657
888080,RFZRKLQAUR,123FONKRGVJTB,06/01/2018,20190328,20190329,92,5,6306,75822,VTPCYHYLRP,98 KXIOIEMAZG,EE AGX,31/931/4017,134218,GSXXYHSPCD,8 SRZJHNUTAE,RT BYB,57/190/1315
618173,DRJNXPUANU,612WOSYDNRKSI,14/01/2018,20191115,20191116,118,3,1039,771953,ETSBEVTQXV,19 INWEWPJEOB,YH FHE,10/956/6375,337383,CEXWAZRVIM,79 LEZVXEDXRB,UV NGQ,90/252/6096
810806,TWFDMEZCUC,417AUENYNQJYL,26/01/2018,20191206,20191207,76,6,9669,991087,CZQRMKLIAX,1 SXWEAWAATT,FZ ZEC,24/630/2808,224906,GLFSSFZJIL,19 SCOPPBRMZX,EE IIW,68/557/2428
824184,XKUXHRJERD,742BOQKSSOYIL,15/05/2018,20191211,20191212,82,10,7860,401884,YAEVOXEEGW,14 DOKJKGWJNP,MZ RRR,15/957/8528,339011,HSRSUOYDBU,69 LGKERPAPTW,WS ICT,33/397/6002
483632,HKNTGWPUTV,234YFNIXFWQNL,02/03/2018,20190515,20190516,169,28,1295,598061,IAQKZOJDYO,22 TAZPXJTVDT,PF BFU,70/736/7684,467563,XVWSYVCGPX,18 JSIQKLPRYP,OX ZVA,40/910/1916
543854,MADUBLIMJP,247BDTGCJRYYU,24/05/2018,20190810,20190811,116,17,7828,617928,OLACRJOHWN,69 TCSTDKAYQW,HK JVL,48/693/2905,994886,REHBJXIURH,30 YZEUVIDDJS,IB PNY,82/959/9453
778993,BQVHLWWSJL,333AEYAILHUBF,18/08/2018,20191004,20191005,180,14,8701,872703,NDJAUUUHSE,58 YABGBZIFUF,FK IDO,68/763/2008,831675,ZXFNHQSKVQ,33 QBWVTZCQDC,PL EVU,47/479/9810
665037,BOPCRSKYJL,616LGCVIJRXOW,06/03/2018,20190819,20190820,57,5,7316,101963,VYTKVJIXBE,56 DHCNMLWSTB,XX GYX,88/772/3955,406130,VYZNCRTPHT,32 PNISRLJABQ,GF XXB,86/954/5700
343384,AZPIGFDZRQ,105WANHWJYSCN,28/12/2018,20191224,20191225,57,4,2144,813149,ZCTOCYRXSZ,33 IAHRWMWMIW,DW ZBF,19/985/3462,519473,SXRBZMPDXK,61 CDJPTJWGQA,GS VHD,81/124/5621
859950,UZADPHEHHJ,133SJCRXSDKCM,22/07/2018,20190328,20190329,171,21,3036,149277,DITENXUMBZ,54 IZFZZCDZJU,MQ HCR,57/321/3983,813962,UJFGYEQGWW,8 DLGGCWDHPQ,WX VDY,41/119/3644
376512,DVSNFSRUHQ,833XEKIRSBTSJ,18/02/2018,20190204,20190205,169,1,3372,881048,JXOUAZUKDL,80 CLCTLNHEXH,CY BUU,71/542/7150,472809,SEUBSTFAHX,85 PWEIXUTDPD,ER WEA,51/469/9863
385884,WIRTZCNEMA,881CHDTHABYWZ,13/07/2018,20191011,20191012,66,2,2080,932216,CCTRCRGLBY,7 ZFUNJPFJUB,WD JPW,82/453/3870,148402,LZOKQEOZVE,29 OQLSRQBWJV,TR IYX,29/809/9045
323078,HWQFTAARGO,542OFQLDGYUFL,16/08/2018,20191102,20191103,171,3,8565,636449,KOWQHTETUG,94 XGWIBIQRKK,CX QXM,39/103/5541,872557,MLKOETEKII,79 SCMCDDRKAA,HC QIA,65/240/3174
59964,BKWRZFGITL,410TFYXFFWYGW,07/03/2018,20190310,20190311,158,25,8401,519473,SXRBZMPDXK,61 CDJPTJWGQA,GS VHD,81/124/5621,395639,QBUEBMKOSC,62 PWXXSUPCAC,TX YQU,34/467/9102
228133,SRRRWLLDIO,495JRVBXEUOBM,04/10/2018,20191216,20191217,108,20,1117,236629,JTPNTWPGZN,62 DNFDIVMEQD,AK RFC,28/899/6934,272511,XEHRXZSJEA,42 MMYOSGVYIK,QV RNN,41/788/6464
176569,BHJQUTCXIY,214FRISIZSXQX,06/08/2018,20190404,20190405,172,11,7622,959254,OYFCXVTOYL,94 IYOBHBTJWI,YB HWC,69/393/9398,568621,ZUKPYVXVAF,90 EAQDTRAHAY,DG XJI,88/793/4165
624314,VNOAFKTCEU,282LZPXIWPSKC,06/02/2018,20191223,20191224,48,2,6187,573515,DFFZOZOGLO,71 INRHTYQCMP,AH TYL,25/923/7192,746085,VFWRBUSMYD,84 ICYWCRJGND,GG NOY,46/908/7292
659475,ESDTRGTRSI,319UYIUVCMENC,10/03/2018,20190410,20190411,127,10,1580,904582,PIXVFTGQHY,52 XHILZZKXWS,ZA OPU,65/570/5310,706795,LZDYGVGWPA,25 CCZVCKLMZN,LQ TJN,61/424/2009
383994,XEPBRAYOBB,314PBGSIOOMOR,16/09/2018,20190720,20190721,89,3,3615,329566,RFDVUSTUEG,5 VKHJNRRCYK,UN LBN,14/493/9281,716861,OKXVARXTFW,93 VZLTMUSGNX,VL MJV,94/651/9064
397128,HBWDSKIECW,788VTYSGKSQIC,24/03/2018,20190416,20190417,177,34,7069,566990,DROECGZLNU,37 BEXWEMRNGU,DG VSM,75/345/2020,872703,NDJAUUUHSE,58 YABGBZIFUF,FK IDO,68/763/2008
327135,SEEBKXMLRO,101ZTNRUZGLSX,14/01/2018,20190508,20190509,87,0,2476,531653,OKMEOQGEJX,64 YXQPLOMVSC,LD ZYJ,95/383/5454,571811,SNYBOGYHZP,55 PUWNGGTWBC,QU DHJ,33/797/1580
570964,PUWOIVTBRT,109BMOAEXNREE,04/02/2018,20190128,20190129,118,19,8294,204339,EYESDULDTV,23 FBBGYURDUV,JJ NQX,32/688/4443,749730,WOCPTVJXRE,25 QCQKYNXMGA,WZ MUD,28/904/8338
47356,FNWSZYRFNO,249CQQDOZEHIA,06/06/2018,20190521,20190522,128,20,5471,168286,IWFLGLZDID,59 YHDFPWCKBI,OZ XKY,39/245/3824,168972,VQXTSGJXJQ,90 MPETGKMODQ,ON PSG,26/196/6229
108392,WLJSRLCXRB,357PFQCITGYNT,05/12/2018,20190509,20190510,123,3,4657,153220,XDCACVDHBS,14 ROZLVVUBDM,AI FBU,29/675/4499,905329,YDPWUTSAFO,31 EIXHDJSPSW,OE FGA,34/331/2418
90019,QMIDHGFUNC,467OVYVYEGIUT,06/08/2018,20190106,20190107,165,12,7276,573478,UCWRVKWFVG,69 RUOQPZMDAY,RM DWE,68/727/2028,963702,HZAHQPVLES,49 VOWGGOTYAW,HA FPU,88/694/2628
93925,KCFTEELSMN,209KFISJLSPKF,15/12/2018,20190813,20190814,44,4,6556,153220,XDCACVDHBS,14 ROZLVVUBDM,AI FBU,29/675/4499,650477,UGEMKKSXUH,4 YMMOIYBJLQ,CG MRB,90/757/7844
873009,RAZCKCUFML,480VNDCDHYZLI,14/08/2018,20190803,20190804,77,5,3792,63462,SPXOERMXAE,98 NUNYEUYXWT,CY ISV,45/864/8651,233495,REMWWBGGWZ,79 CEMFAKWGHZ,GH KHG,29/344/9849
492744,QTXBXGZJNF,304MBUFRZPFNF,20/01/2018,20190426,20190427,81,13,6482,267518,XTPKUWZLBG,16 WTHPOJZCBU,HY ZOL,32/560/2297,353833,WGIPSKDKZK,26 EPAZUJVMSV,NF CQY,55/521/8540
942356,KXFGLAPKLR,738QZVZUBOOFV,04/01/2018,20190107,20190108,73,11,5231,571811,SNYBOGYHZP,55 PUWNGGTWBC,QU DHJ,33/797/1580,337383,CEXWAZRVIM,79 LEZVXEDXRB,UV NGQ,90/252/6096
173339,AEXXXYTJQZ,388RERXOMYRQP,25/05/2018,20190207,20190208,90,15,6797,940881,WFBILKMFVW,40 ZAXCRVVQVE,HS IET,17/903/9116,963702,HZAHQPVLES,49 VOWGGOTYAW,HA FPU,88/694/2628
695747,AMTFVLLTGS,487LLQYVTHDYM,26/09/2018,20190213,20190214,80,12,9570,806057,XZXNVHUHAU,79 DAQZSIEBNE,RQ VOW,41/434/4415,189450,LDNRLQFQRD,92 YVAXKHGHKD,ML YTS,52/216/2149
314470,GBSGWBWZJM,377VBKCFYBAQW,17/03/2018,20190610,20190611,46,1,6489,519473,SXRBZMPDXK,61 CDJPTJWGQA,GS VHD,81/124/5621,63462,SPXOERMXAE,98 NUNYEUYXWT,CY ISV,45/864/8651
126757,KWUTRROYEK,862TRFTBFIVTH,28/09/2018,20190904,20190905,137,19,1365,556111,VKGVCXKPMW,16 JHYQBVONEQ,DI ROZ,68/891/6323,134218,GSXXYHSPCD,8 SRZJHNUTAE,RT BYB,57/190/1315
272602,KXIYBAIPWM,439XMXEVYHGKP,09/03/2018,20190325,20190326,86,6,2919,320758,QFDGHVWYMZ,97 KGDVYAPZGT,AX LRB,66/218/8559,270498,PGKNACCBRB,16 BSSYRHSTAD,OE NNF,14/459/4224
145887,DJYKJUTYHC,159DANZDHCVSG,27/07/2018,20190608,20190609,30,3,8799,747069,QBMNETNTWL,6 EXJKCFHTWT,SV EKF,69/924/6597,435492,FDERQXIAYD,88 KCEQYTTVGL,DH LXH,84/613/2906
925711,XEYTUWRYXQ,419CSTDPAADLO,24/01/2018,20190523,20190524,85,9,2883,339011,HSRSUOYDBU,69 LGKERPAPTW,WS ICT,33/397/6002,460085,GRRBEQGIZO,90 TGYPOHWAUD,GZ GCU,31/892/1857
403833,VJTNOCWTWM,581HBCZMIKZQJ,17/02/2018,20190426,20190427,80,1,6661,734567,GYEYBSZMRE,76 ZPJROWVPCH,UO FEX,95/435/2021,777638,BYPYIFSQON,72 FWQPBPQKQA,MP LDD,12/878/4958
773963,KZKTABDKER,708LCNARGUCEK,16/02/2018,20190701,20190702,124,24,4051,236629,JTPNTWPGZN,62 DNFDIVMEQD,AK RFC,28/899/6934,825607,YYSFGUOWTD,86 VZBIXHKRVK,NM ESZ,56/160/6828
409991,JZWIVUBOQZ,497QSSEYECQYH,02/03/2018,20191118,20191119,134,23,4538,38482,IIFPIEHWPU,41 QDSNMONIZV,IN DLT,70/581/5748,239881,QOHUYTKVEZ,98 XRCXXMKCQV,EY RAF,95/376/3006
501120,XGSSIQSKRG,665KABHACQBGP,24/12/2018,20190711,20190712,52,1,1234,37245,PKTXDVJRZK,85 SUPKPQESLM,PB JQD,79/343/7034,434775,ANWUVTEAAL,63 VWRWJHNZIF,HP CTL,92/927/4215
207851,ASUAOASUHN,981SGYFPZECRD,10/02/2018,20190428,20190429,136,24,8792,38482,IIFPIEHWPU,41 QDSNMONIZV,IN DLT,70/581/5748,825607,YYSFGUOWTD,86 VZBIXHKRVK,NM ESZ,56/160/6828
48298,HIGQUYYIVM,800QKEHFXKHAU,28/06/2018,20190619,20190620,126,17,7990,289951,ZUORMRSLSM,33 JIITDNNWDB,VM JSF,12/927/6771,120117,SNLSZHPPBJ,56 OLAPDZMFDP,KV VXT,71/576/8674
961143,JPCNGVZBPJ,951MGDLKGZAPY,18/06/2018,20190908,20190909,178,12,8471,272511,XEHRXZSJEA,42 MMYOSGVYIK,QV RNN,41/788/6464,746878,ANUZTYOJZB,25 VGNVMGLJKP,CR AFV,78/609/2545
794437,VJSUBGTTZD,183AAJICCVNBQ,22/11/2018,20190728,20190729,169,22,4958,275698,GVLJNNTZEJ,4 GAMBJIMFOD,EG PNF,31/702/1754,168286,IWFLGLZDID,59 YHDFPWCKBI,OZ XKY,39/245/3824
784246,GGRIYDAEGI,605FJZUQRTMTM,18/02/2018,20190527,20190528,89,4,4034,800223,EFRGCFHUSH,41 PJDFGBTOPB,KV LWA,64/414/8990,224974,KBDQEAWDWT,42 SMOMAKJBXJ,NH NMA,32/280/8465
30956,RNVLPGCRIR,673AVNFZVYPKH,24/01/2018,20191121,20191122,147,13,3822,699871,USMQABBFED,24 ZFNQGAJIBT,DC LQP,49/940/1336,50257,JZSPMXKGJZ,11 QLKADABZJO,YI CFL,77/693/5635
